,file_name,caption
143878,COCO_val2014_000000260925.jpg,The cat is laying on the hood of the car. 
157654,COCO_val2014_000000387482.jpg,An image of a nicely decorated hotel room with luggage sitting on a bench.
141007,COCO_val2014_000000125958.jpg,A person riding a horse along the shore of a beach.
198214,COCO_val2014_000000062657.jpg,Young boy kicking soccer ball preparing for a match
66016,COCO_val2014_000000375357.jpg,A person is on the beach with a parachute and another person is skiing on the water and flying a parachute. 
125777,COCO_val2014_000000472216.jpg,Skiers working their way up a hilly area
102264,COCO_val2014_000000466763.jpg,The woman with glasses is drying her hair.
93165,COCO_val2014_000000307547.jpg,A woman is standing by a fence petting a giraffe
128885,COCO_val2014_000000114147.jpg,A group of people riding motor scooters down a street.
136950,COCO_val2014_000000410255.jpg,A male surfer is riding a yellow surfboard in the water
197188,COCO_val2014_000000108327.jpg,a shirtless male is throwing a white frisbee
74027,COCO_val2014_000000283748.jpg,An animal is standing on a watery beach.
117277,COCO_val2014_000000114152.jpg,a window that has a potted plant and some flowers in vases on the sill
129674,COCO_val2014_000000494393.jpg,"A sign with a big letter ""P"" to indicate parking spaces on the side of a street."
118815,COCO_val2014_000000181007.jpg,This is a red light on a post with hedges and trees in the background.
46294,COCO_val2014_000000557923.jpg,two people riding bicycles next to each other in a parking lot 
114818,COCO_val2014_000000003109.jpg,A woman is setting up an umbrella on a deck.
166390,COCO_val2014_000000125107.jpg,A forlorn looking pug rests its head on an empty plastic bottle
66727,COCO_val2014_000000522007.jpg,A compact kitchen with white appliances and shelving units for storage.
84629,COCO_val2014_000000177102.jpg,A pizza with leaves and pepperoni on it
192771,COCO_val2014_000000231954.jpg,A woman skiing on the snowy slopes. 
165285,COCO_val2014_000000316161.jpg,A tree with no leaves has a piece of fruit on it.
28939,COCO_val2014_000000134223.jpg,"A white plate topped with a hot dog, french fries and condiments."
55979,COCO_val2014_000000527427.jpg,a person sitting at a table talking on a phone
195596,COCO_val2014_000000307438.jpg,A green light on a street with cars and motorcycles.
169854,COCO_val2014_000000294247.jpg,The large airplane has his landing gear down.
198807,COCO_val2014_000000065530.jpg,Two men in room playing a game with Nintendo Wii controllers.
73227,COCO_val2014_000000284426.jpg,some water trees and animals on a grassy hill
188152,COCO_val2014_000000188345.jpg," A confection of cake, whipped cream, strawberries and two candles."
144486,COCO_val2014_000000388926.jpg,There are many people sitting by a window.
10023,COCO_val2014_000000015725.jpg,A young lady reading the writing on a refrigerator door.
48644,COCO_val2014_000000498759.jpg,A man riding a skate board down the middle of a street.
54973,COCO_val2014_000000470972.jpg,Several adults are in the surf as a small boy stands up to his shoulders in the water.
93899,COCO_val2014_000000155341.jpg,The street is blocked by a truck and a crane.
113546,COCO_val2014_000000320554.jpg,There is a cat lying in the sun by the bench.
113107,COCO_val2014_000000496166.jpg,A large white toilet next to a child's white toilet.
181785,COCO_val2014_000000058141.jpg,Elegantly dressed Vietnamese women greet each other as they pass.
93130,COCO_val2014_000000134343.jpg,A bench sitting next to a park covered in snow.
9871,COCO_val2014_000000085826.jpg,The baby is sitting on the bed reaching for the laptop.
160539,COCO_val2014_000000485148.jpg,Horse being a fence staring at a cat in front of a doorway.
71998,COCO_val2014_000000470348.jpg,An all white bathroom with a tub shower combination.
143192,COCO_val2014_000000209763.jpg,A statue features a famous Indian as he wears meager clothing and carries a staff.
126656,COCO_val2014_000000031333.jpg,A woman is trying to catch her next wave to surf
147695,COCO_val2014_000000527528.jpg,A grassy field with kites being flown above
47964,COCO_val2014_000000410141.jpg,A metro train is pulling into the station.
119411,COCO_val2014_000000517596.jpg,A blue and green train driving on tracks in a city.
152900,COCO_val2014_000000533123.jpg,A woman holding a boy posing for a family picture.
26410,COCO_val2014_000000080462.jpg,An airport up close and a strike of lightning in the distance. 
143859,COCO_val2014_000000027648.jpg, A row of white urinals in bathroom below windows.
23560,COCO_val2014_000000390731.jpg,A young kid cutting into a Star Wars cake. 
42290,COCO_val2014_000000568956.jpg,Child in yellow raincoat with birds sitting on top of her. 
5204,COCO_val2014_000000158497.jpg,A dog inspects an open dishwasher in a kitchen.
33066,COCO_val2014_000000199876.jpg,Two oriental women walk with their decorative red umbrellas.
16864,COCO_val2014_000000149376.jpg,The stop light found at a Hocken avenue intersection.
63731,COCO_val2014_000000360540.jpg,a yellow scooter parked in front of a store
193518,COCO_val2014_000000113836.jpg,there are two small twin beds in this room
65114,COCO_val2014_000000507436.jpg,Someone holding out a bag of donuts with Japanese writing on it.
102064,COCO_val2014_000000077270.jpg,a close up of a vase with plants in the shape of animals
155453,COCO_val2014_000000003125.jpg,A white van that is next to a sidwalk.
183222,COCO_val2014_000000489235.jpg,a laptop on a desk with a projector on the wall
66643,COCO_val2014_000000575921.jpg,A man of Indian descent holds a cell phone to his ear
20415,COCO_val2014_000000290477.jpg,"An altar with purple cloth, vase and two candles."
171454,COCO_val2014_000000323155.jpg,a woman is walking with a blue umbrella over her shoulder
53802,COCO_val2014_000000526560.jpg,A zebra standing in a field taking a break.
105608,COCO_val2014_000000566697.jpg,A dish that was prepared for an artistic look is on the table.
193793,COCO_val2014_000000565582.jpg,an empty living room with a velvet couch
141794,COCO_val2014_000000536370.jpg,A man flying through the air while riding a snowboard.
157163,COCO_val2014_000000290689.jpg,A laptop computer is sitting on a bed.
202032,COCO_val2014_000000216449.jpg,A woman and two children sitting  at a table eating.
44077,COCO_val2014_000000352533.jpg,a wok type skillet with various vegetables in it.
52310,COCO_val2014_000000537964.jpg,Red fire hydrant with Leizan trees around it. 
65337,COCO_val2014_000000113223.jpg,A baby girl reaching for a cupcake off a tiered plate.
74967,COCO_val2014_000000203239.jpg,A man dressed all in black riding a skateboard.
59374,COCO_val2014_000000166320.jpg,Jars full of stuff on top of apples in a line.
114843,COCO_val2014_000000397303.jpg,Two men sell ties at an outdoor market.
25201,COCO_val2014_000000226412.jpg,Technician installing laptops on a curve table in a lecture hall.
39284,COCO_val2014_000000013832.jpg,A very tasty looking sandwich and fries waiting to be eaten. 
76805,COCO_val2014_000000205108.jpg,Two guys are sitting down at a table and one is holding a yellow napkin on his lap and a person in red is taking a picture of a plate of food.
27493,COCO_val2014_000000542388.jpg,A MAN WEARING A SUIT AND A TIE STARING 
140315,COCO_val2014_000000043712.jpg,A white cat is sitting on a black case.
175943,COCO_val2014_000000432798.jpg,Boats sailing on a lake next to a forest.
131770,COCO_val2014_000000121826.jpg,The fast food meal is in a plastic basket lined with paper.
72237,COCO_val2014_000000004678.jpg,a very large castle off in the back ground behind some trees
53593,COCO_val2014_000000324500.jpg,The man and his dog are paddle boarding.
110167,COCO_val2014_000000111968.jpg,Two law enforcement officers patrol a street on horses.
188640,COCO_val2014_000000120356.jpg,The man stands in front of a television playing a video game.
55289,COCO_val2014_000000336431.jpg,A boy is smiling and holding up a product.
40322,COCO_val2014_000000131089.jpg,A little boy has a baseball bat in a yard.
47892,COCO_val2014_000000065942.jpg,a train that is siting on a train track
157378,COCO_val2014_000000273930.jpg,A cat walking on top of a bed in a bedroom.
11947,COCO_val2014_000000163012.jpg,There is no image on this page to describe.
55118,COCO_val2014_000000028850.jpg,a bedroom with a bed and a patio door
84767,COCO_val2014_000000124135.jpg,"There are carrots, apples and two full cups on the cutting board. "
171405,COCO_val2014_000000503855.jpg,"A grass yard area that has several open umbrellas laid on the grass and various people around the roadway area.

"
137386,COCO_val2014_000000415949.jpg,The living room is furnished with dark colored furniture.
146744,COCO_val2014_000000285614.jpg,A very small plastic toy person on a skate board.
100181,COCO_val2014_000000026622.jpg,There are two zebras playing with each other
138060,COCO_val2014_000000170654.jpg,A stove with the top unit with ehating elements removed 
139390,COCO_val2014_000000452027.jpg,a number of animals in a field near some trees
88972,COCO_val2014_000000223198.jpg,A person posing with massacres on and a tie
59178,COCO_val2014_000000244099.jpg,A PERSON IS RIDING A HORSE THAT IS RUNNING VERY FAST
15652,COCO_val2014_000000304389.jpg,A window in a house sitting over a counter top.
141847,COCO_val2014_000000492608.jpg,Two people out surfing on an ocean tide.
196058,COCO_val2014_000000045075.jpg,A couple of street signs sitting next to tall buildings.
48227,COCO_val2014_000000019974.jpg,Two brown cows are in a fenced area.
16771,COCO_val2014_000000009142.jpg,A bird standing on the sand at the beach. 
9939,COCO_val2014_000000525702.jpg,A woman is on the phone next to a flag and a lamp.
168974,COCO_val2014_000000569700.jpg,A vase sitting next to a mirror filled with flowers
135503,COCO_val2014_000000163879.jpg,Many suitcases lined up in a small room.
91872,COCO_val2014_000000300233.jpg,A close up of a bowl of uncooked rice and a jar of oil.
18395,COCO_val2014_000000437789.jpg,A table topped with fresh fruits and vegetables.
70420,COCO_val2014_000000021879.jpg,Young girl on surfboard riding wave with young boys nearby looking on.
189211,COCO_val2014_000000243260.jpg,A man on a cell phone next to another in a booth.
152396,COCO_val2014_000000082042.jpg,A black and white cat sitting on a bed.
15081,COCO_val2014_000000502732.jpg,A shiny metallic refrigerator in a brown colored kitchen.
123194,COCO_val2014_000000570834.jpg,A train conductor standing next to a group of bikes.
119417,COCO_val2014_000000303863.jpg,A railroad train rides down the tracks near buildings. 
98039,COCO_val2014_000000468525.jpg,A jet airplane on a runway with a field of tall grass in the foreground and mountains behind.
117233,COCO_val2014_000000179571.jpg,A person standing on top of a tennis court while wearing a white hat.
119103,COCO_val2014_000000425447.jpg,White truck parked on street with trees and man
47186,COCO_val2014_000000127092.jpg,A sign letting readers know that there is a train. 
116408,COCO_val2014_000000216962.jpg,"The small bedroom is white monochromatic with lots of natural light, and no window coverings."
126163,COCO_val2014_000000050561.jpg,Two different flavored donuts sitting on top of a white plate.
52442,COCO_val2014_000000158563.jpg,A person is standing next to a yellow fire hydrant.
157863,COCO_val2014_000000131856.jpg,Two Hanggliders parachuting over the ocean in foggy weather
62600,COCO_val2014_000000196843.jpg,"A painted school bus reads ""Van Gogh Museum Bus""."
141316,COCO_val2014_000000006012.jpg,An apple sits in between a bunch of bananas
191684,COCO_val2014_000000220732.jpg,THERE ARE CITY BUSES THAT ARE LINED ON THE STREET IN FRONT OF THE BUILDING 
31106,COCO_val2014_000000204832.jpg,A light is reflected in the large bathroom mirror.
15845,COCO_val2014_000000564127.jpg,A white toilet with a black colored seat.
89968,COCO_val2014_000000060464.jpg,a couple of bowls of food sit on a table 
102526,COCO_val2014_000000104715.jpg,A person attempting to launch a kite into the wind.
195006,COCO_val2014_000000429497.jpg,Several bicycles lined up against a brick building.
164909,COCO_val2014_000000581654.jpg,A sheepdog prepares to guide a sheep into a corral.
42487,COCO_val2014_000000023230.jpg,A family of swans swimming on top of a lake.
152376,COCO_val2014_000000196453.jpg,a couple off kids are standing with a soccer ball
52927,COCO_val2014_000000161231.jpg,a couple of trains that are parked next to each other
86375,COCO_val2014_000000502852.jpg,"Look, I am big enough to reach the computer keys."
140343,COCO_val2014_000000490470.jpg,A harbor with several boats floating in it.
84952,COCO_val2014_000000062089.jpg,A boy at a skate park practicing on his skateboard. 
185392,COCO_val2014_000000436738.jpg,An old photo of a bus and some cars sitting at an intersection.
29938,COCO_val2014_000000389429.jpg,A living area with a couch and a small table 
156007,COCO_val2014_000000022802.jpg,Blue sky above a beach with people and beach chairs.
2941,COCO_val2014_000000169802.jpg,A smiling guy with a very funny looking hat of bananas.
185864,COCO_val2014_000000074030.jpg,a person and a dog in a fake train
191870,COCO_val2014_000000027032.jpg,A mama elephant and her two babies are standing alone in their habitat.
66569,COCO_val2014_000000222903.jpg,Food and drinks that have been placed on a table.
162292,COCO_val2014_000000111416.jpg,Three boys walking along the beach with surf boards.
133218,COCO_val2014_000000297353.jpg,A MAN STANDING ON A BED PLAYING A GUITAR
116479,COCO_val2014_000000107430.jpg,a guy wearing a wet suit riding a surf board
6441,COCO_val2014_000000398580.jpg,a giraffe is walking outside among bushes and trees
8909,COCO_val2014_000000095132.jpg,M messy bed with a pillow and a book.
134969,COCO_val2014_000000197245.jpg,a cat sleeping with a remote under the cats chin
61640,COCO_val2014_000000353317.jpg,A clean kitchen is shown with and without a center island.
101525,COCO_val2014_000000152330.jpg,A cheesy whole wheat pizza is on a pie plate.
117323,COCO_val2014_000000358652.jpg,A small baby on top of a green blanket next to a teddy bear. 
36690,COCO_val2014_000000460373.jpg,Planes lined up at an airport with the city skyline in the background.
2985,COCO_val2014_000000208663.jpg,A bunch of different vegetables are mixed together
173028,COCO_val2014_000000406000.jpg,there are two tooth brushes and many mouth products in the draw
19251,COCO_val2014_000000107781.jpg,A man standing on a tennis court holding a racquet.
10011,COCO_val2014_000000255842.jpg,A white refrigerator has black writing on it.
193306,COCO_val2014_000000231806.jpg,Two people are cutting a pastry at a celebration.
192855,COCO_val2014_000000176408.jpg,A black terrier is chewing something on a plaid rug.
57774,COCO_val2014_000000072011.jpg,A field completely covered with leaves near the road.
46019,COCO_val2014_000000475572.jpg,"There are is a picture of a couple, a beany baby bear, and pot of grass on a mantle."
93410,COCO_val2014_000000191613.jpg,A woman stepping out of a double decker bus.
86555,COCO_val2014_000000341874.jpg,A laptop is partially open on a desk.
2223,COCO_val2014_000000041945.jpg,A weathered ship parked beside a building on the water
150802,COCO_val2014_000000382164.jpg,A port with boats parked at a dock
93703,COCO_val2014_000000576398.jpg,this is an image of a crane landing in water.
52492,COCO_val2014_000000523360.jpg,A car is parked under a unique sign.
1000,COCO_val2014_000000450500.jpg,A group of people are at an intersection to cross the street.
194867,COCO_val2014_000000552563.jpg,"A kitchen with a fan, stove, and shelves full of items."
189189,COCO_val2014_000000272666.jpg,A young boy plays with a phone sitting on the ground. 
179337,COCO_val2014_000000361586.jpg,Customers stand at a kiosk waiting for tickets
136548,COCO_val2014_000000166190.jpg,A person on a skateboard is up high in the air near lights.
58211,COCO_val2014_000000270165.jpg,A model of a red cow wearing a pink top hat outside of a building.
174765,COCO_val2014_000000248314.jpg,Portioned lunch in front of laptop in nice workspace.
81500,COCO_val2014_000000157159.jpg,Two stuffed animals sit on a table. 
38191,COCO_val2014_000000340332.jpg,an open chest in a run down apartment
137786,COCO_val2014_000000375915.jpg,A table outside with a pizza on it with several toppings. 
37644,COCO_val2014_000000285096.jpg,A larger boat amongst smaller ones in a harbor
73452,COCO_val2014_000000331180.jpg,"a person dressed in stockings, a blue button shirt, tie and hat"
58698,COCO_val2014_000000250227.jpg,A long canoe full of children that are rowing
141677,COCO_val2014_000000104589.jpg,Plated meat and sauces with vegetables on plate.
99342,COCO_val2014_000000234914.jpg,An outdoor eating area with benches and umbrellas next to several food carts.
155122,COCO_val2014_000000411958.jpg,A train is in an otherwise empty train station.
7283,COCO_val2014_000000037003.jpg,An older man with a white shirt and bow tie is smiling.
145229,COCO_val2014_000000501023.jpg,A group of pictures put together to depict a road in a desert with signs.
155280,COCO_val2014_000000357841.jpg,A picture of a stop sign on a street.
62108,COCO_val2014_000000495613.jpg,one yellow and black motorcycle parked next to a blue and black one
101021,COCO_val2014_000000568132.jpg,A boy in a red baseball uniform throws a ball.
37953,COCO_val2014_000000107234.jpg,A man in a suit and tie holding a champagne glass in a silly way.
159075,COCO_val2014_000000480793.jpg,The walls outside the small bathroom have a blue tint.
150848,COCO_val2014_000000020904.jpg,A group of people walking down a sidewalk holing umbrellas.
19571,COCO_val2014_000000224740.jpg,A modern furnished living room with large fireplace.
112925,COCO_val2014_000000221910.jpg,A moldy looking bathroom has a white bathtub.
19649,COCO_val2014_000000384823.jpg,a desk and chair with a PC keyboard and  computer screen
74032,COCO_val2014_000000496897.jpg,Four dogs are following a man into a store.
146920,COCO_val2014_000000467578.jpg,A box of donuts and a cup of coffee.
189675,COCO_val2014_000000447546.jpg,A large kitchen with many people preparing food.
47999,COCO_val2014_000000407083.jpg,A man and a dog riding in the cab of a pickup truck.
196667,COCO_val2014_000000219820.jpg,A small boat is going down the river in front of colorful trees.
55567,COCO_val2014_000000156341.jpg,A man holding a bat at a professional baseball game.
142639,COCO_val2014_000000262003.jpg,A professional baseball player just after hitting the ball
136780,COCO_val2014_000000529455.jpg,A man rides a wave on a surfboard.
172797,COCO_val2014_000000262404.jpg,A group of kids cutting into a cake as one boy plays with his utensil.
137077,COCO_val2014_000000270239.jpg,A hotel with two double beds in front of a large window.
132932,COCO_val2014_000000134290.jpg,A girl is blow drying her long hair.
30766,COCO_val2014_000000451345.jpg,A sexy young woman sitting at a bench with a paper.
92311,COCO_val2014_000000453302.jpg,"A workplace break room kitchenette, with refrigerator, two microwave ovens, a toaster and sink."
44476,COCO_val2014_000000213525.jpg,A cloth covered plate of donuts next to a glass of milk.
87460,COCO_val2014_000000340737.jpg,"A bathroom with sink, tub, window, and hand rails."
183515,COCO_val2014_000000196789.jpg,a man in a blue shirt in a kitchen with a stove sink and refrigerator
25764,COCO_val2014_000000074058.jpg,A fish eye shot of people sitting outside at a cafe.
47679,COCO_val2014_000000149329.jpg,Old train cars sit on a track in a train yard. 
200525,COCO_val2014_000000186449.jpg,there is an old woman sitting on a bench
181780,COCO_val2014_000000248457.jpg,A person sitting down that is underneath an umbrella.
197486,COCO_val2014_000000348474.jpg,A person is petting one of the horses in the coral.
197007,COCO_val2014_000000511341.jpg,A man walking down a road holding a black umbrella.
137968,COCO_val2014_000000062937.jpg,A microwave and some bottles on a counter
169228,COCO_val2014_000000541279.jpg,a small kitchen clustered with small  utensils 
121465,COCO_val2014_000000344795.jpg,A casserole covered in foil is inside an oven.
160563,COCO_val2014_000000234124.jpg,a kitten is sitting in a bedroom slipper
128409,COCO_val2014_000000147518.jpg,an image of a clean full bathroom 
134145,COCO_val2014_000000437423.jpg,Traffic on the street under several traffic signals.
45740,COCO_val2014_000000306928.jpg,A very large tower with a white clock on it's face.
136363,COCO_val2014_000000244401.jpg,a bunch of healthy veggies sit un eaten
84675,COCO_val2014_000000118607.jpg,Four dishes are sitting on a black table.
10278,COCO_val2014_000000108026.jpg,A gamer holding a controller and using a keyboard
74141,COCO_val2014_000000005723.jpg,A group if horses eating grass in the field
195243,COCO_val2014_000000219473.jpg,A nearly all white bathroom with a small window.
35811,COCO_val2014_000000203835.jpg,A table holding two bowls of food that include strawberries and salad.
97007,COCO_val2014_000000460073.jpg,Man with ponytail looking at phone while holding up a peace sign with two fingers.
107561,COCO_val2014_000000154590.jpg,A plate of food on a dining room table.
121288,COCO_val2014_000000388439.jpg,A man doing a trick on a skateboard on a ramp.
586,COCO_val2014_000000175831.jpg,Two people on mopeds passing in front of a building.
196236,COCO_val2014_000000391199.jpg,The Jewish men are waiting on the street together. 
28212,COCO_val2014_000000449039.jpg,Two adults riding their horses on the street. 
58643,COCO_val2014_000000331790.jpg,A man is selling gourds out of a push cart as an elderly woman and a younger man look on.
89361,COCO_val2014_000000195561.jpg,A statue holds an umbrella in the rain.
105662,COCO_val2014_000000061658.jpg,a mixture of broccoli and cauliflower on a white platter
68622,COCO_val2014_000000572347.jpg,An elephant placing the end of its trunk on a woman's head.
7859,COCO_val2014_000000507719.jpg,Several people walking horses by reins through the water.
198119,COCO_val2014_000000034183.jpg,A teddy bear holding three boxes of pizza
180535,COCO_val2014_000000342322.jpg,A person on a horse is riding near dogs and sheep.
25187,COCO_val2014_000000347390.jpg,A meeting room with tables covered in computers.
13660,COCO_val2014_000000223033.jpg,Two hot dogs have been placed next to two bagels.
121556,COCO_val2014_000000168146.jpg,A black and white cat sitting on a bed.
68700,COCO_val2014_000000340047.jpg,A woman holds a pink umbrella in front of her that is covered in German words. 
179611,COCO_val2014_000000076588.jpg,A cat is sitting inside of a sink.
76369,COCO_val2014_000000298562.jpg,Pink flowers displayed in a large glass jar.
5325,COCO_val2014_000000127182.jpg,A kitchen filled with metal appliances and a window.
90918,COCO_val2014_000000420596.jpg,A tennis player hitting the ball with the racket.
125592,COCO_val2014_000000061494.jpg,Two guys are skiing while racing on the snow covered ground. 
195179,COCO_val2014_000000111086.jpg,A street filled with lots of cars next to a boat.
189893,COCO_val2014_000000512760.jpg,"A room with a toilet, a dresser and wall hangings."
196904,COCO_val2014_000000116083.jpg,Group of people carrying belongings on the street
171901,COCO_val2014_000000243355.jpg,A zebra standing in an enclosed field with a little grass.
181598,COCO_val2014_000000304657.jpg,Abstract architecture building with accents and umbrellas in sunlight
180738,COCO_val2014_000000064103.jpg,two gray ducks touching beaks in the water
5616,COCO_val2014_000000365387.jpg,A toilet in a bathroom next to a sink.
105761,COCO_val2014_000000162774.jpg,A man on a skateboard on top of concrete.
43874,COCO_val2014_000000274708.jpg,Several people in skis standing on a snow covered incline.
53928,COCO_val2014_000000228071.jpg,A couple of people riding on the back of a brown horse.
86825,COCO_val2014_000000527906.jpg,A white plate topped with a hamburger next to a coffee cup.
34495,COCO_val2014_000000333656.jpg,Two persons are practicing surfing on sand.One man is standing nearby. 
42949,COCO_val2014_000000148280.jpg,A parking lot filled with cars parked next to each other.
124388,COCO_val2014_000000340036.jpg,A red passenger train is on the tracks.
156565,COCO_val2014_000000094513.jpg,A man ridding a horse and leading another horse through some water.
125730,COCO_val2014_000000189766.jpg,two Olympic snow skiers in competition of each other
198972,COCO_val2014_000000152158.jpg,A pitcher in baseball throws the ball to the hitter.
110133,COCO_val2014_000000017089.jpg,"A herd at of zebras are grazing in the field
"
177980,COCO_val2014_000000178535.jpg,A tennis player is playing on a clay court.
26725,COCO_val2014_000000536486.jpg,A large herd of sheep walking across a dry grass field.
24207,COCO_val2014_000000485294.jpg,a little boy is sleeping in a messy bed
184763,COCO_val2014_000000242189.jpg,A woman posing for a photo in a full length mirror
43099,COCO_val2014_000000347236.jpg,A black cat and an orange cat are sitting on the floor.
192784,COCO_val2014_000000307523.jpg,a man is doing a trick on a skateboard
64112,COCO_val2014_000000383448.jpg,A black dog laying on a cheetah print dog bed.
179090,COCO_val2014_000000213650.jpg,There is a vase left on the roof of the house. 
156416,COCO_val2014_000000375376.jpg,A trio of zebras stand in the lush savanna.
21225,COCO_val2014_000000221543.jpg,A digital clock on a bus can be seen above people's heads.
185745,COCO_val2014_000000052851.jpg,Two hikers hiking on a brown mountain range. 
108445,COCO_val2014_000000471842.jpg,A piece of cake sitting on top of a white plate.
49530,COCO_val2014_000000062877.jpg,an image of a man that is doing skateboard tricks
46306,COCO_val2014_000000110884.jpg,a bathroom with a sink and a bath tub
102953,COCO_val2014_000000007241.jpg,A glazed donut propped against a cup of coffee.
106177,COCO_val2014_000000263052.jpg,A child and a surfboard in a body of water.
181601,COCO_val2014_000000002154.jpg,A grocery cart filled with clothing and sheets sits next to some boxes under a tree on the sidewalk of a city street near a bench.
172221,COCO_val2014_000000153205.jpg,Two men in skis skiing down a slope. 
44673,COCO_val2014_000000443034.jpg,Small chocolate cake which is missing two slices
194808,COCO_val2014_000000071986.jpg,Seven people on skis looking at the snow.
99311,COCO_val2014_000000054340.jpg,A couple of cats laying on top of a bed.
87098,COCO_val2014_000000466766.jpg,A large crowd of people are gathered in an office lobby.
152102,COCO_val2014_000000236884.jpg,a little boy eating a slice of pizza
86269,COCO_val2014_000000051746.jpg,A white couch sitting in a living room next to a book shelf.
105696,COCO_val2014_000000253432.jpg,"This dish has mushrooms, onion, broccoli, and peppers in it."
107484,COCO_val2014_000000274803.jpg,"A stuffed teddy bear beside a gold, red and blue ornament"
65178,COCO_val2014_000000419050.jpg,A young man tries to ride up a wave
105585,COCO_val2014_000000478766.jpg,A dinner plate set with Fish and a baked potato
88030,COCO_val2014_000000441921.jpg,A bus with passengers traveling down a dusty road.
69972,COCO_val2014_000000534335.jpg,"Foot long hotdog with condiments, fries and ketchup on a plastic tray"
83920,COCO_val2014_000000388374.jpg,A large collection of very colorful umbrellas near some palm trees.
36515,COCO_val2014_000000174898.jpg,A motorcycle parked on the side of a road.
176362,COCO_val2014_000000342060.jpg,A bag is sitting on a park bench next to a small luggage with an umbrella on top.
58667,COCO_val2014_000000128704.jpg,A man picking up trash with a garbage bag at a food court.
101128,COCO_val2014_000000312489.jpg,A woman standing on top of a sandy beach with a surfboard.
166688,COCO_val2014_000000309302.jpg,A group of horses walking down a street next to brick buildings.
71557,COCO_val2014_000000125167.jpg,A group of holiday bears are arranged in a group.
11651,COCO_val2014_000000136584.jpg,A bird is on the top of a telephone pole.
183942,COCO_val2014_000000278226.jpg,A man looking at a child holding a brightly colored computer.
124869,COCO_val2014_000000067551.jpg,A man and two girls riding atop an elephant
27330,COCO_val2014_000000351081.jpg,Service truck parked beside line of tracker trailers under cover. 
46073,COCO_val2014_000000396369.jpg,A group of people that are sitting around a table.
192634,COCO_val2014_000000380459.jpg,A child is eating something on a flowered plate.
118295,COCO_val2014_000000283131.jpg,A bathroom is shown with a bag on the counter.
31572,COCO_val2014_000000215815.jpg,two red and black airplanes doing a trick in the sky
182300,COCO_val2014_000000135139.jpg,Banana or plantains on grey floor next to wooden supports as if in street vendor stand in third world country.
190582,COCO_val2014_000000377575.jpg,A dog is tied to a fire hydrant.
52295,COCO_val2014_000000395865.jpg,A large tree in a yard on a street corner.
115930,COCO_val2014_000000551987.jpg,Two young children eating carrots on their bed
27608,COCO_val2014_000000255592.jpg,A group of children are sitting together wearing dresses and suits and ties.
149435,COCO_val2014_000000311954.jpg,"A view of living room's sofa, television and coffee table."
28269,COCO_val2014_000000546854.jpg,a pitcher of orange juice with orange slices in it 
170215,COCO_val2014_000000537889.jpg,two billboards with a sky background and people walking near by
105999,COCO_val2014_000000565781.jpg,A friend took this picture just has his friend was eating his hot dog.
147177,COCO_val2014_000000123810.jpg,A bride and groom are cutting into a cake.
118282,COCO_val2014_000000317330.jpg,A man wearing suspenders and glasses sits on a bench
99720,COCO_val2014_000000361265.jpg,a woman posing on the street for a photo
81793,COCO_val2014_000000050965.jpg,"a building with wind vane on top, and a clock in middle"
135552,COCO_val2014_000000398548.jpg,"If that's a bear in the bushes, get ready to run."
135970,COCO_val2014_000000186709.jpg,A room with a large pile of many oranges.
71212,COCO_val2014_000000454329.jpg,Clocks are mounted on poles in the city.
64586,COCO_val2014_000000213132.jpg,A baseball pitcher throwing the ball at a game.
157943,COCO_val2014_000000209733.jpg,A man is flying a large kite in a field.
76151,COCO_val2014_000000223020.jpg,A man holding a baseball bat while standing on a field.
7758,COCO_val2014_000000427986.jpg,A dog looking up and running to catch a frisbee.
91682,COCO_val2014_000000339253.jpg,The woman flying high in the sky with kite
14791,COCO_val2014_000000323151.jpg,A table is set with pizza and beer and a salad.
70747,COCO_val2014_000000244878.jpg,Dental instruments are pinned to a whiteboard with holes in it.
180531,COCO_val2014_000000567535.jpg,A bunch of black animals in a field of snow.
40041,COCO_val2014_000000185890.jpg,A couple of women holding video game console controllers
18388,COCO_val2014_000000098385.jpg,there is a large sandwich and a cup of soup
94955,COCO_val2014_000000106794.jpg,An old time buggy being pulled down the street by a horse.
202395,COCO_val2014_000000434893.jpg,A bottle of wine and some desert on a plate 
59001,COCO_val2014_000000297972.jpg,A man lunging forward towards a frisbee next to three other men.
26064,COCO_val2014_000000133195.jpg,On the tower of the building has a clock displayed. 
48001,COCO_val2014_000000231945.jpg,"The casual  vehicle parade features a patriotic theme,"
176777,COCO_val2014_000000138834.jpg,a person walks through the snow while carrying some skis 
91604,COCO_val2014_000000083136.jpg,A person approaching a kite on a grassy field
103963,COCO_val2014_000000160941.jpg,an image of train moving down the tracks
173504,COCO_val2014_000000141946.jpg,"A cubicle in an office with workspace, computers, chair and file cabinet."
115410,COCO_val2014_000000233430.jpg,a wooden chair made out of assorted skis
132319,COCO_val2014_000000075527.jpg,A man is cutting into a large piece of food
135888,COCO_val2014_000000018491.jpg,A boy catches a ball as a player slides to the base.
141973,COCO_val2014_000000470553.jpg,A half eaten cake sitting on a pan with candy.
23252,COCO_val2014_000000156687.jpg,This man is pointing at a fresh pizza
4163,COCO_val2014_000000102446.jpg,A chair and counter in a large room.
66456,COCO_val2014_000000066181.jpg,A picture of a boy as a baby and toddler. 
153272,COCO_val2014_000000215778.jpg,There is a lap top computer on the desk
